SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
BJNQGL0,RAD,Rite Aid Corp.,1996707,"$1,537,464.39 ",0.000111831,Drug Retail,US,---
BYWFGK2,XTNT,Xtant Medical Holdings Inc.,1278952,"$1,534,742.40 ",0.000111633,Health Care Supplies,US,---
BN4F8R4,BHM,Bluerock Homes Trust Inc.,109382,"$1,521,503.62 ",0.00011067,Single-Family Residential REITs,US,---
BYQDT70,BNED,Barnes & Noble Education Inc.,1197964,"$1,521,414.28 ",0.000110664,Other Specialty Retail,US,---
2730327,RGS,Regis Corp.,1407700,"$1,520,316 ",0.000110584,Specialized Consumer Services,US,---
BFZZJ96,MESA,Mesa Air Group Inc.,1109713,"$1,520,306.81 ",0.000110583,Passenger Airlines,US,---
2352884,FEIM,Frequency Electronics Inc.,228179,"$1,508,263.19 ",0.000109707,Electronic Equipment & Instruments,US,---
BJTJ6S0,IPWR,Ideal Power Inc.,149114,"$1,506,051.40 ",0.000109546,Electrical Components & Equipment,US,---
BMB5CZ6,IDR,Idaho Strategic Resources Inc.,277137,"$1,504,853.91 ",0.000109459,Diversified Metals & Mining,US,---
BKDNG30,LTBR,Lightbridge Corp.,345233,"$1,501,763.55 ",0.000109235,Coal & Consumable Fuels,US,---
B00SMG3,GSIT,GSI Technology Inc.,481492,"$1,497,440.12 ",0.00010892,Semiconductors,US,---
2490728,KEQU,Kewaunee Scientific Corp.,96393,"$1,496,019.36 ",0.000108817,Health Care Equipment,US,---
BGT0PL8,DMAC,DiaMedica Therapeutics Inc.,506271,"$1,493,499.45 ",0.000108633,Biotechnology,CA,---
BLNB2Z5,DZSI,DZS Inc.,641747,"$1,488,853.04 ",0.000108296,Communications Equipment,US,---
BM8FWV5,KRON,Kronos Bio Inc.,1065154,"$1,480,564.06 ",0.000107693,Biotechnology,US,---
BFXH9H2,STIM,Neuronetics Inc.,902726,"$1,480,470.64 ",0.000107686,Health Care Equipment,US,---
BL6CB69,TOI,Oncology Institute Inc.,1273384,"$1,477,125.44 ",0.000107442,Health Care Facilities,US,---
BNC3DQ4,TOON,Kartoon Studios Inc.,940003,"$1,475,804.71 ",0.000107346,Movies & Entertainment,US,---
BRXYZ79,METCB,Ramaco Resources Inc. Class B,135153,"$1,465,058.52 ",0.000106565,Steel,US,---
BL96WV0,RVPH,Reviva Pharmaceuticals Holdings Inc.,372562,"$1,456,717.42 ",0.000105958,Pharmaceuticals,US,---
BMVMFX6,MOVE,Movano Inc.,1233783,"$1,455,863.94 ",0.000105896,"Technology Hardware, Storage & Periphera",US,---
BN2XDN1,CFBK,CF Bankshares Inc.,78617,"$1,441,835.78 ",0.000104876,Regional Banks,US,---
BP81RB9,SONX,Sonendo Inc.,1470409,"$1,441,147.86 ",0.000104826,Health Care Equipment,US,---
BP0RLM4,VRAR,Glimpse Group Inc.,437150,"$1,433,852 ",0.000104295,IT Consulting & Other Services,US,---
BMDW8W4,LVLU,Lulu's Fashion Lounge Holdings Inc.,692559,"$1,433,597.13 ",0.000104276,Apparel Retail,US,---
BDBFK59,TUSK,Mammoth Energy Services Inc.,308591,"$1,428,776.33 ",0.000103926,Oil & Gas Equipment & Services,US,---
2160991,CVV,CVD Equipment Corp.,198073,"$1,418,202.68 ",0.000103157,Semiconductor Materials & Equipment,US,---
BLF0C50,GLSI,Greenwich Lifesciences Inc.,153459,"$1,405,684.44 ",0.000102246,Biotechnology,US,---
BP6GZG7,OPFI,OppFi Inc.,543794,"$1,402,988.52 ",0.00010205,Consumer Finance,US,---
BNLYJG0,ZVIA,Zevia PBC Class A,544118,"$1,398,383.26 ",0.000101715,Soft Drinks & Non-alcoholic Beverages,US,---
BF8DJY2,EYEN,Eyenovia Inc.,736676,"$1,392,317.64 ",0.000101274,Pharmaceuticals,US,---
BF4HN80,SPRO,Spero Therapeutics Inc.,926417,"$1,389,625.50 ",0.000101078,Biotechnology,US,---
BMFY3S9,CRGE,Charge Enterprises Inc.,2547177,"$1,384,135.98 ",0.000100679,Alternative Carriers,US,---
BMCMMG7,WFCF,Where Food Comes From Inc.,97553,"$1,383,301.54 ",0.000100618,Research & Consulting Services,US,---
BMW2FV3,CLNN,Clene Inc.,1911118,"$1,376,004.96 ",0.000100087,Biotechnology,US,---
BNG7C98,ASTR,Astra Space Inc.,5320648,"$1,374,855.44 ",0.000100004,Aerospace & Defense,US,---
BM95GX4,CYT,Cyteir Therapeutics Inc.,498303,"$1,370,333.25 ",9.96746E-05,Biotechnology,US,---
BNQS7N0,GEG,Great Elm Group Inc.,643568,"$1,364,364.16 ",9.92405E-05,Health Care Distributors,US,---
BP4WW00,ASMB,Assembly Biosciences Inc.,1377385,"$1,363,473.41 ",9.91757E-05,Biotechnology,US,---
BQ0J9M3,LPTV,Loop Media Inc.,1562500,"$1,360,781.25 ",9.89799E-05,Movies & Entertainment,US,---
2449128,LPTH,LightPath Technologies Inc. Class A,767461,"$1,358,405.97 ",9.88071E-05,Electronic Equipment & Instruments,US,---
BNG58L6,THRX,Theseus Pharmaceuticals Inc.,431873,"$1,356,081.22 ",0.000098638,Pharmaceuticals,US,---
2201908,CIX,CompX International Inc.,64007,"$1,355,028.19 ",9.85614E-05,Office Services & Supplies,US,---
BM9J045,HLTH,Cue Health Inc.,2505948,"$1,353,211.92 ",9.84293E-05,Health Care Equipment,US,---
BLBQL66,AREN,Arena Group Holdings Inc.,332403,"$1,352,880.21 ",9.84051E-05,Interactive Media & Services,US,---
BQC8ZZ3,GROV,Grove Collaborative Holdings,414752,"$1,343,796.48 ",9.77444E-05,Other Specialty Retail,US,---
BDGGJ94,CRIS,Curis Inc.,2385393,"$1,333,911.77 ",9.70254E-05,Biotechnology,US,---
BK5T9W6,FLUX,Flux Power Holdings Inc.,287084,"$1,323,457.24 ",0.000096265,Electrical Components & Equipment,US,---
BKSJ569,FTHM,Fathom Holdings Inc.,213914,"$1,319,849.38 ",9.60026E-05,Real Estate Services,US,---
2503790,STRM,Streamline Health Solutions Inc.,1027543,"$1,304,979.61 ",0.000094921,Health Care Technology,US,---
BMCGGS9,BAFN,Bayfirst Financial Corp.,95510,"$1,300,846.20 ",9.46203E-05,Regional Banks,US,---
BMGBJ92,SYRS,Syros Pharmaceuticals Inc.,332476,"$1,296,656.40 ",9.43156E-05,Biotechnology,US,---
2491248,KTCC,Key Tronic Corp.,270500,"$1,295,695 ",9.42456E-05,Electronic Manufacturing Services,US,---
BL1KDQ2,BATL,Battalion Oil Corp.,223426,"$1,293,636.54 ",9.40959E-05,Oil & Gas Exploration & Production,US,---
BNZJ5X0,SST,System1 Inc.,726600,"$1,293,348 ",9.40749E-05,Interactive Media & Services,US,---
BZ1JM04,OMEX,Odyssey Marine Exploration Inc. Class B,320792,"$1,289,583.84 ",9.38011E-05,Diversified Support Services,US,---
BNZJJ27,BRLT,Brilliant Earth Group Inc.,381195,"$1,288,439.10 ",9.37179E-05,Other Specialty Retail,US,---
2965033,HNNA,Hennessy Advisors Inc.,185534,"$1,282,039.94 ",9.32524E-05,Asset Management & Custody Banks,US,---
BQXV0B2,STCN,Steel Connect Inc.,126263,"$1,277,781.56 ",9.29427E-05,Data Processing & Outsourced Services,US,---
2418429,LOAN,Manhattan Bridge Capital Inc.,262659,"$1,260,763.20 ",9.17048E-05,Mortgage REITs,US,---
BZ6VT37,CLSD,Clearside Biomedical Inc.,1383654,"$1,259,125.14 ",9.15856E-05,Pharmaceuticals,US,---
BFN64W9,HHS,Harte Hanks Inc.,194041,"$1,253,504.86 ",9.11768E-05,Advertising,US,---
BP6KZY7,DPSI,DecisionPoint Systems Inc.,179250,"$1,247,580 ",9.07459E-05,IT Consulting & Other Services,US,---
BL98755,BODY,Beachbody Co. Inc.,3047190,"$1,246,605.43 ",0.000090675,Specialized Consumer Services,US,---
BGMGBV5,USIO,Usio Inc.,757304,"$1,241,978.56 ",9.03384E-05,Transaction & Payment Processing Service,US,---
BDDW8C1,LIVE,Live Ventures Inc.,45160,"$1,228,352 ",8.93473E-05,Home Furnishings,US,---
2316200,NTIP,Network-1 Technologies Inc.,570833,"$1,227,290.95 ",8.92701E-05,Communications Equipment,US,---
BM9J6J2,FORA,Forian Inc.,507760,"$1,223,701.60 ",0.000089009,Health Care Technology,US,---
BMY7XX4,RZLT,Rezolute Inc.,841974,"$1,212,442.56 ",8.81901E-05,Biotechnology,US,---
BG88XJ7,KULR,KULR Technology Group Inc.,2126566,"$1,191,089.62 ",8.66369E-05,Electrical Components & Equipment,US,---
BKWFTW7,HYFM,Hydrofarm Holdings Group Inc.,950421,"$1,188,026.25 ",8.64141E-05,Agricultural & Farm Machinery,US,---
2031688,AP,Ampco-Pittsburgh Corp.,366153,"$1,179,012.66 ",8.57584E-05,Steel,US,---
BJ35BP6,SCTL,Societal CDMO Inc.,2064292,"$1,172,517.86 ",0.000085286,Pharmaceuticals,US,---
BNRJVL8,VIRX,Viracta Therapeutics Inc.,813922,"$1,172,047.68 ",8.52518E-05,Biotechnology,US,---
BK228T8,DCTH,Delcath Systems Inc.,255213,"$1,171,427.67 ",8.52067E-05,Health Care Equipment,US,---
BR115X8,VIA,Via Renewables Inc. Class A,133126,"$1,170,177.54 ",8.51158E-05,Electric Utilities,US,---
BF0T595,WRAP,Wrap Technologies Inc.,672384,"$1,169,948.16 ",8.50991E-05,Electronic Equipment & Instruments,US,---
BKTHM05,PASG,Passage Bio Inc.,1496581,"$1,168,829.76 ",8.50178E-05,Biotechnology,US,---
2412636,GIFI,Gulf Island Fabrication Inc.,358485,"$1,168,661.10 ",8.50055E-05,Oil & Gas Equipment & Services,US,---
BMGLD34,LTRN,Lantern Pharma Inc.,256113,"$1,157,630.76 ",8.42032E-05,Biotechnology,US,---
B29W5V6,OESX,Orion Energy Systems Inc.,765432,"$1,155,802.32 ",8.40702E-05,Electrical Components & Equipment,US,---
2960920,KIRK,Kirkland's Inc.,458478,"$1,146,195 ",8.33714E-05,Homefurnishing Retail,US,---
2007526,AE,Adams Resources & Energy Inc.,31232,"$1,139,968 ",8.29184E-05,Oil & Gas Refining & Marketing,US,---
BPGJZ11,EXPR,Express Inc.,112673.55,"$1,136,876.12 ",8.26935E-05,Apparel Retail,US,---
2703385,GROW,US Global Investors Inc. Class A,376672,"$1,133,782.72 ",8.24685E-05,Asset Management & Custody Banks,US,---
2375557,DYAI,Dyadic International Inc.,596383,"$1,127,163.87 ",8.19871E-05,Biotechnology,US,---
BJ0M2S0,DTIL,Precision BioSciences Inc.,2436960,"$1,127,094 ",0.000081982,Biotechnology,US,---
BM92RJ8,BBAI,BigBear.ai Holdings Inc.,686740,"$1,126,253.60 ",8.19209E-05,IT Consulting & Other Services,US,---
B5MZMG7,IROQ,IF Bancorp Inc.,74941,"$1,123,365.59 ",8.17108E-05,Regional Banks,US,---
2185154,CPSH,CPS Technologies Corp.,412694,"$1,122,527.68 ",8.16499E-05,Electronic Components,US,---
BL981R5,KSCP,Knightscope Inc. Class A,1010525,"$1,111,577.50 ",8.08534E-05,Security & Alarm Services,US,---
BF3TGH7,FAT,FAT Brands Inc. Class A,153984,"$1,102,525.44 ",0.000080195,Restaurants,US,---
BD0R8F2,GAIA,Gaia Inc.,447999,"$1,102,077.54 ",8.01624E-05,Movies & Entertainment,US,---
BHZRYJ1,PHUN,Phunware Inc.,3924649,"$1,096,939.40 ",7.97886E-05,Application Software,US,---
BDC6XM9,EIGR,Eiger BioPharmaceuticals Inc,1261824,"$1,090,089.75 ",7.92904E-05,Biotechnology,US,---
2910668,UAMY,United States Antimony Corp.,2524776,"$1,085,653.68 ",7.89677E-05,Diversified Metals & Mining,US,---
BN65XQ6,MTNB,Matinas BioPharma Holdings Inc.,6020598,"$1,083,707.64 ",7.88262E-05,Biotechnology,US,---
2331786,FARM,Farmer Bros Co.,511916,"$1,080,142.76 ",7.85669E-05,Packaged Foods & Meats,US,---
BPF0KJ8,NERV,Minerva Neurosciences Inc.,128899,"$1,078,884.63 ",7.84754E-05,Biotechnology,US,---
BM91SP8,VWE,Vintage Wine Estates Inc.,1296027,"$1,075,702.41 ",7.82439E-05,Distillers & Vintners,US,---
BFMLGF2,MGTA,Magenta Therapeutics Inc.,1432921,"$1,074,690.75 ",7.81703E-05,Biotechnology,US,---
BMV4X72,NVNO,enVVeno Medical Corp.,216998,"$1,074,140.10 ",7.81303E-05,Health Care Equipment,US,---
BMD2S79,ONDS,Ondas Holdings Inc.,1071044,"$1,071,044 ",7.79051E-05,Communications Equipment,US,---
BP5HNT0,MEIP,MEI Pharma Inc.,201106,"$1,069,883.92 ",7.78207E-05,Biotechnology,US,---
BLGXXZ5,HOWL,Werewolf Therapeutics Inc.,388665,"$1,064,942.10 ",7.74612E-05,Biotechnology,US,---
2906850,ASRV,AmeriServ Financial Inc.,351198,"$1,060,617.96 ",7.71467E-05,Regional Banks,US,---
BMGMHC4,WE,WeWork Inc. Class A,8952950,"$1,056,448.10 ",7.68434E-05,Real Estate Operating Companies,US,---
BQNL2T4,DFLI,Dragonfly Energy Holdings Corp.,610200,"$1,049,544 ",7.63412E-05,Electrical Components & Equipment,US,---
BQZDPQ6,DOMA,Doma Holdings Inc.,164352,"$1,045,278.72 ",0.000076031,Real Estate Services,US,---
BN2T5R7,SERA,Sera Prognostics Inc. Class A,586201,"$1,043,437.78 ",7.58971E-05,Biotechnology,US,---
BFYDQ34,QUBT,Quantum Computing Inc.,880269,"$1,038,717.42 ",7.55537E-05,Application Software,US,---
BJHG304,WWR,Westwater Resources Inc.,1414240,"$1,022,495.52 ",7.43738E-05,Electrical Components & Equipment,US,---
BKS3LF2,SUNW,Sunworks Inc.,1299138,"$1,021,252.38 ",7.42834E-05,Electrical Components & Equipment,US,---
2867805,ACNT,Ascent Industries Co.,114266,"$1,020,395.38 ",0.000074221,Steel,US,---
BMFK3H6,DSGN,Design Therapeutics Inc.,411201,"$1,019,778.48 ",7.41761E-05,Biotechnology,US,---
BD6JFC8,AEYE,AudioEye Inc.,211717,"$1,012,007.26 ",7.36109E-05,Application Software,US,---
BQB9YW7,UP,Wheels Up Experience Inc.,523272,"$1,004,682.24 ",7.30781E-05,Passenger Airlines,US,---
2624691,NAII,Natural Alternatives International Inc.,162521,"$1,002,754.57 ",7.29379E-05,Personal Care Products,US,---
BYQQ3Q6,ZDGE,Zedge Inc. Class B,455536,"$1,002,179.20 ",0.000072896,Interactive Media & Services,US,---
BPYS3X8,OPAD,Offerpad Solutions Inc.,76367,"$995,825.68 ",7.24339E-05,Real Estate Services,US,---
B3VL8R5,ASPS,Altisource Portfolio Solutions SA,244328,"$994,414.96 ",7.23313E-05,Real Estate Services,LU,---
2153968,GTIM,Good Times Restaurants Inc.,350945,"$993,174.35 ",0.000072241,Restaurants,US,---
2536440,RDI,Reading International Inc. Class A,433226,"$992,087.54 ",0.000072162,Movies & Entertainment,US,---
BD58J68,OSS,One Stop Systems Inc.,498283,"$991,583.17 ",7.21253E-05,"Technology Hardware, Storage & Periphera",US,---
2415936,NLS,Nautilus Inc.,987578,"$987,578 ",0.000071834,Leisure Products,US,---
B83R9K6,NTWK,NetSol Technologies Inc.,448836,"$987,439.20 ",7.18239E-05,Application Software,US,---
B06T0P5,RAIL,FreightCar America Inc.,351606,"$970,432.56 ",7.05868E-05,Construction Machinery & Heavy Transportation Equipment,US,---
BM8F4N1,LNSR,LENSAR Inc.,282930,"$961,962 ",6.99707E-05,Health Care Equipment,US,---
2067092,AWRE,Aware Inc./MA,646876,"$950,907.72 ",6.91667E-05,Application Software,US,---
BMD5VT1,UBX,UNITY Biotechnology Inc.,357567,"$947,552.55 ",6.89226E-05,Biotechnology,US,---
BPX3N12,TXMD,TherapeuticsMD Inc.,249657,"$946,200.03 ",6.88242E-05,Pharmaceuticals,US,---
BLNM4S5,VIEW,View Inc.,69473,"$939,274.96 ",6.83205E-05,Building Products,US,---
BG0WPH9,SLS,SELLAS Life Sciences Group Inc.,638908,"$939,194.76 ",6.83147E-05,Biotechnology,US,---
BMHVC92,MYMD,MyMD Pharmaceuticals Inc.,986327,"$938,490.14 ",6.82634E-05,Pharmaceuticals,US,---
2727813,RFIL,RF Industries Ltd.,249088,"$936,570.88 ",6.81238E-05,Electronic Manufacturing Services,US,---
BNZHVG9,CPTN,Cepton Inc.,1703137,"$933,659.70 ",6.79121E-05,Electronic Equipment & Instruments,US,---
2238940,MCHX,Marchex Inc. Class B,546577,"$929,180.90 ",6.75863E-05,Advertising,US,---
BFB4889,CASA,Casa Systems Inc.,957382,"$928,660.54 ",6.75484E-05,Communications Equipment,US,---
BSJRS58,AINC,Ashford Inc.,104740,"$925,377.90 ",6.73097E-05,Asset Management & Custody Banks,US,---
2238047,INUV,Inuvo Inc.,3857320,"$918,042.16 ",6.67761E-05,Application Software,US,---
BJ5K4M7,HOOK,Hookipa Pharma Inc.,1396133,"$914,467.12 ",6.65161E-05,Biotechnology,US,---
2653907,WVVI,Willamette Valley Vineyards Inc.,152433,"$908,500.68 ",6.60821E-05,Distillers & Vintners,US,---
BP91332,APCX,AppTech Payments Corp.,289967,"$904,697.04 ",6.58054E-05,Transaction & Payment Processing Service,US,---
2048934,ARKR,Ark Restaurants Corp.,55702,"$897,916.24 ",6.53122E-05,Restaurants,US,---
BJL38Z1,APLT,Applied Therapeutics Inc.,673294,"$895,481.02 ",6.51351E-05,Biotechnology,US,---
BP9PKZ5,ADTH,AdTheorent Holding Co. Inc.,654100,"$889,576 ",6.47055E-05,Advertising,US,---
BZ9NRB4,PRTH,Priority Technology Holdings Inc.,239738,"$889,427.98 ",6.46948E-05,Transaction & Payment Processing Service,US,---
BNLZ8J9,HLGN,Heliogen Inc.,4874100,"$889,035.84 ",6.46662E-05,Electrical Components & Equipment,US,---
BNXJFL0,KPLT,Katapult Holdings Inc.,65728,"$874,182.40 ",6.35858E-05,Consumer Finance,US,---
BMWGR97,ALPP,Alpine 4 Holdings Inc.,649415,"$870,216.10 ",6.32973E-05,Electronic Manufacturing Services,US,---
BJL3925,QNCX,Quince Therapeutics Inc.,663318,"$868,946.58 ",0.000063205,Biotechnology,US,---
BMCH9D8,ISPO,Inspirato Inc.,1093600,"$863,944 ",6.28411E-05,"Hotels, Resorts & Cruise Lines",US,---
B7LD6B9,EMKR,EMCORE Corp.,1425083,"$855,049.80 ",6.21942E-05,Communications Equipment,US,---
B0HZZ46,TCRT,Alaunos Therapeutics Inc.,6058963,"$854,313.78 ",6.21406E-05,Biotechnology,US,---
BBXZ194,ADES,Advanced Emissions Solutions Inc.,454348,"$854,174.24 ",6.21305E-05,Specialty Chemicals,US,---
BM8JTZ0,BZFD,BuzzFeed Inc.,2108022,"$848,689.66 ",6.17316E-05,Interactive Media & Services,US,---
BMFKLL6,LIDR,AEye Inc.,3258500,"$847,210 ",6.16239E-05,Electronic Equipment & Instruments,US,---
BKVK2S0,LODE,Comstock Inc.,2159157,"$844,230.39 ",6.14072E-05,Oil & Gas Refining & Marketing,US,---
BFWZ8G9,RFL,Rafael Holdings Inc. Class B,381611,"$835,728.09 ",6.07888E-05,Real Estate Operating Companies,US,---
BJ4KCD5,OTLK,Outlook Therapeutics Inc.,3610237,"$823,134.04 ",5.98727E-05,Biotechnology,US,---
BFMP825,BSGM,BioSig Technologies Inc.,1638452,"$822,994.44 ",5.98626E-05,Health Care Equipment,US,---
2618069,NL,NL Industries Inc.,159132,"$822,712.44 ",0.000059842,Office Services & Supplies,US,---
BMDJ397,BOLT,Bolt Biotherapeutics Inc.,747881,"$822,669.10 ",5.98389E-05,Biotechnology,US,---
BK4W379,XGN,Exagen Inc.,326266,"$822,190.32 ",5.98041E-05,Biotechnology,US,---
BW9RTJ7,PNBK,Patriot National Bancorp Inc.,101605,"$818,936.30 ",5.95674E-05,Regional Banks,US,---
BJBLT85,RCAT,Red Cat Holdings Inc.,849136,"$818,652.02 ",5.95467E-05,Electronic Equipment & Instruments,US,---
BMHD630,CURI,CuriosityStream Inc.,986623,"$818,206.45 ",5.95143E-05,Movies & Entertainment,US,---
BNHTR76,CRBP,Corbus Pharmaceuticals Holdings Inc.,112022,"$817,760.60 ",5.94819E-05,Biotechnology,US,---
BKM8GV4,AIM,AIM ImmunoTech Inc.,1311599,"$816,601.54 ",5.93975E-05,Biotechnology,US,---
BN4JLG6,PET,Wag! Group Co.,400831,"$813,686.93 ",5.91855E-05,Specialized Consumer Services,US,---
BWT3FG4,FBIO,Fortress Biotech Inc,2283547,"$799,241.45 ",5.81348E-05,Biotechnology,US,---
BD2BVF3,CURO,Curo Group Holdings Corp.,735347,"$794,174.76 ",5.77663E-05,Consumer Finance,US,---
B5N8D17,PPSI,Pioneer Power Solutions Inc.,107157,"$793,497.59 ",0.000057717,Heavy Electrical Equipment,US,---
BQ80FM0,IZEA,IZEA Worldwide Inc.,349648,"$791,952.72 ",5.76047E-05,Interactive Media & Services,US,---
BDC6H83,PAVM,PAVmed Inc.,2495928,"$781,974.24 ",5.68788E-05,Health Care Equipment,US,---
BLFF921,TIL,Instil Bio Inc.,1718076,"$775,024.08 ",5.63733E-05,Biotechnology,US,---
BJL3CL5,NXTC,NextCure Inc.,530127,"$773,985.42 ",5.62978E-05,Biotechnology,US,---
2356745,FKWL,Franklin Wireless Corp.,243722,"$773,817.35 ",5.62855E-05,Communications Equipment,US,---
BLB3JY1,HEPA,Hepion Pharmaceuticals Inc.,103542,"$771,387.90 ",5.61088E-05,Pharmaceuticals,US,---
2821544,SOTK,Sono-Tek Corp.,157600,"$765,936 ",5.57123E-05,Electronic Equipment & Instruments,US,---
BMXS6G2,ATER,Aterian Inc.,2126982,"$757,418.29 ",5.50927E-05,Household Appliances,US,---
BL59CQ8,DALN,DallasNews Corp.,176590,"$755,805.20 ",5.49754E-05,Publishing,US,---
BMHF5J5,CGTX,Cognition Therapeutics Inc.,485183,"$752,033.65 ",0.000054701,Pharmaceuticals,US,---
BP4Z4C5,CELU,Celularity Inc.,2316900,"$750,675.60 ",5.46023E-05,Biotechnology,US,---
2164700,CAMP,CalAmp Corp.,1222612,"$749,950.20 ",5.45495E-05,Communications Equipment,US,---
BK78976,SLNG,Stabilis Solutions Inc.,169932,"$749,400.12 ",5.45095E-05,Oil & Gas Storage & Transportation,US,---
2905125,TRT,Trio-Tech International,108490,"$748,570.15 ",5.44491E-05,Semiconductor Materials & Equipment,US,---
2443346,VHC,VirnetX Holding Corp.,2322044,"$747,698.17 ",5.43857E-05,Application Software,US,---
2415992,NICK,Nicholas Financial Inc.,148305,"$745,974.15 ",5.42603E-05,Consumer Finance,CA,---
BF257T5,SYBX,Synlogic Inc.,1521748,"$745,656.52 ",5.42372E-05,Biotechnology,US,---
BN7J798,BMTX,BM Technologies Inc.,465237,"$744,379.20 ",5.41443E-05,Transaction & Payment Processing Service,US,---
B3D3125,MHH,Mastech Digital Inc.,69007,"$743,888.56 ",5.41086E-05,Human Resource & Employment Services,US,---
BP484Q8,KORE,KORE Group Holdings Inc.,1047448,"$743,688.08 ",0.000054094,Wireless Telecommunication Services,US,---
BPRB2H1,MRKR,Marker Therapeutics Inc.,131433,"$738,653.46 ",5.37278E-05,Biotechnology,US,---
BJJH0B5,FSI,Flexible Solutions International Inc.,277169,"$734,497.85 ",5.34255E-05,Specialty Chemicals,CA,---
BD9PWL1,PED,PEDEVCO Corp.,768132,"$730,493.53 ",5.31343E-05,Oil & Gas Exploration & Production,US,---
BRS9320,BHG,Bright Health Group Inc.,86071,"$728,160.66 ",5.29646E-05,Life & Health Insurance,US,---
2446668,AIRT,Air T Inc.,32860,"$723,577.20 ",5.26312E-05,Air Freight & Logistics,US,---
BRDV1W7,VTGN,Vistagen Therapeutics Inc.,135050,"$719,816.50 ",5.23576E-05,Biotechnology,US,---
BJ4LDP7,HARP,Harpoon Therapeutics Inc.,691063,"$718,705.52 ",5.22768E-05,Biotechnology,US,---
2081508,BRN,Barnwell Industries Inc.,267900,"$715,293 ",5.20286E-05,Oil & Gas Exploration & Production,US,---
2962584,BOTJ,Bank of the James Financial Group Inc.,66294,"$710,671.68 ",5.16925E-05,Regional Banks,US,---
2974761,PMD,Psychemedics Corp.,165415,"$704,667.90 ",5.12558E-05,Health Care Services,US,---
2807782,SGMA,SigmaTron International Inc.,98274,"$703,641.84 ",5.11811E-05,Electronic Manufacturing Services,US,---
BM90L23,ELDN,Eledon Pharmaceuticals Inc.,459998,"$699,196.96 ",5.08578E-05,Biotechnology,US,---
BNV0902,RGF,Real Good Food Co. Inc.,175743,"$692,427.42 ",5.03654E-05,Packaged Foods & Meats,US,---
B021PD8,XPL,Solitario Resources Corp.,1173263,"$692,225.17 ",5.03507E-05,Diversified Metals & Mining,US,---
BLBNS66,EVLO,Evelo Biosciences Inc.,104548,"$691,062.28 ",5.02661E-05,Biotechnology,US,---
BYMLKZ3,CHCI,Comstock Holding Cos. Inc. Class A,164051,"$690,654.71 ",5.02365E-05,Diversified Real Estate Activities,US,---
2963305,CXDO,Crexendo Inc.,345906,"$688,352.94 ",5.00691E-05,Internet Services & Infrastructure,US,---
BQ7Y9D2,ZFOX,ZeroFox Holdings Inc.,659390,"$685,765.60 ",4.98809E-05,Systems Software,US,---
2257398,DAIO,Data I/O Corp.,180859,"$678,221.25 ",4.93321E-05,Electronic Manufacturing Services,US,---
B8CM9G8,CLIR,ClearSign Technologies Corp.,586920,"$674,958 ",4.90947E-05,Electronic Equipment & Instruments,US,---
BMDZW65,SBEV,Splash Beverage Group Inc.,950644,"$669,253.38 ",4.86798E-05,Distillers & Vintners,US,---
BL68L90,USAU,US Gold Corp.,174184,"$668,866.56 ",4.86517E-05,Diversified Metals & Mining,US,---
BMW7VQ5,INDP,Indaptus Therapeutics Inc.,229197,"$657,795.39 ",4.78464E-05,Biotechnology,US,---
BP7L152,ELEV,Elevation Oncology Inc.,854850,"$653,105.40 ",4.75052E-05,Biotechnology,US,---
B8G2W65,SOHO,Sotherly Hotels Inc.,337859,"$652,067.87 ",4.74298E-05,Hotel & Resort REITs,US,---
BW53GL0,RMCF,Rocky Mountain Chocolate Factory Inc.,128662,"$651,029.72 ",4.73543E-05,Packaged Foods & Meats,US,---
BFBFTS9,FLNT,Fluent Inc.,1010603,"$649,817.73 ",4.72661E-05,Advertising,US,---
BKBVW83,ONCT,Oncternal Therapeutics Inc.,2159797,"$647,939.10 ",4.71295E-05,Biotechnology,US,---
2457994,ICCC,ImmuCell Corp.,139968,"$645,252.48 ",0.000046934,Biotechnology,US,---
BJN4G81,ICD,Independence Contract Drilling Inc.,225114,"$643,826.04 ",4.68303E-05,Oil & Gas Drilling,US,---
BJLNCR1,ABIO,ARCA biopharma Inc.,312166,"$636,818.64 ",4.63206E-05,Biotechnology,US,---
BMDKV85,HOFV,Hall of Fame Resort & Entertainment Co.,85677,"$634,866.57 ",4.61786E-05,Leisure Facilities,US,---
BK4Y030,SDOT,Sadot Group Inc.,608212,"$632,540.48 ",4.60094E-05,Restaurants,US,---
BQHN6C7,SLDB,Solid Biosciences Inc.,173334,"$625,735.74 ",4.55144E-05,Biotechnology,US,---
